Name,Address,City,State,Zip Code,Phone Number,Full Address,Rating,Review Count,URL
Fletcher Towers,781 Fletcher Ln Apt 212,Hayward,CA,94544,+1-510-581-4702,"781 Fletcher Ln Apt 212,Hayward, CA 94544",3.5,4,http://www.yelp.com/biz/fletcher-towers-hayward
Chiquita Garden Apartments,280 Chiquita Ave,Mountain View,CA,94041,+1-650-938-2362,"280 Chiquita Ave,Mountain View, CA 94041",3.0,2,http://www.yelp.com/biz/chiquita-garden-apartments-mountain-view
Colony Apartments,2005 Colony St,Mountain View,CA,94043,+1-650-964-1575,"2005 Colony St,Mountain View, CA 94043",4.0,1,http://www.yelp.com/biz/colony-apartments-mountain-view-3
Vita Apts,24607 Amador St Apt 3,Hayward,CA,94544,+1-510-782-6261,"24607 Amador St Apt 3,Hayward, CA 94544",5.0,1,http://www.yelp.com/biz/vita-apts-hayward
Amberwood Garden Apartments,26100 Gading Rd,Hayward,CA,94544,+1-510-785-3281,"26100 Gading Rd,Hayward, CA 94544",2.0,1,http://www.yelp.com/biz/amberwood-garden-apartments-hayward
Brookside Park Association / Apartments,600 Rainbow Dr,Mountain View,CA,94041,+1-650-961-6000,"600 Rainbow Dr,Mountain View, CA 94041",2.5,16,http://www.yelp.com/biz/brookside-park-association-apartments-mountain-view
Austin Commons Apartments,50 Austin Ave,Hayward,CA,94544,+1-510-887-6633,"50 Austin Ave,Hayward, CA 94544",1.0,1,http://www.yelp.com/biz/austin-commons-apartments-hayward
Medimmune Vaccines,319 Bernardo Avenue,Mountain View,CA,94043,+1-650-603-2000,"319 Bernardo Avenue,Mountain View, CA 94043",3.0,1,http://www.yelp.com/biz/medimmune-vaccines-mountain-view
Huntwood Terrace Apartments,29200 Huntwood Ave Ofc,Hayward,CA,94544,+1-510-786-9375,"29200 Huntwood Ave Ofc,Hayward, CA 94544",4.0,2,http://www.yelp.com/biz/huntwood-terrace-apartments-hayward
Montecito South Apartments,2044 Montecito Avenue,Mountain View,CA,94043,+1-650-968-9047,"2044 Montecito Avenue,Mountain View, CA 94043",1.0,1,http://www.yelp.com/biz/montecito-south-apartments-mountain-view
Winfield Apartments,2090 Latham St,Mountain View,CA,94040,+1-650-965-1052,"2090 Latham St,Mountain View, CA 94040",1.0,3,http://www.yelp.com/biz/winfield-apartments-mountain-view
Pamela Drive Apartments,225 Pamela Dr,Mountain View,CA,94040,+1-650-969-1478,"225 Pamela Dr,Mountain View, CA 94040",1.0,5,http://www.yelp.com/biz/pamela-drive-apartments-mountain-view
Fletcher Gardens Apartments,921 Fletcher Ln Apt 204,Hayward,CA,94544,+1-510-538-3658,"921 Fletcher Ln Apt 204,Hayward, CA 94544",1.0,1,http://www.yelp.com/biz/fletcher-gardens-apartments-hayward
Cypress Glen,25100 Cypress Ave,Hayward,CA,94544,+1-510-887-4406,"25100 Cypress Ave,Hayward, CA 94544",1.0,1,http://www.yelp.com/biz/cypress-glen-hayward
Extended Stayamerica,27771 Vasona Ct Apt 29,Hayward,CA,94544,+1-408-226-4499,"27771 Vasona Ct Apt 29,Hayward, CA 94544",1.0,1,http://www.yelp.com/biz/extended-stayamerica-hayward
Emerald Gardens,1825 California St,Mountain View,CA,94041,+1-650-328-7480,"1825 California St,Mountain View, CA 94041",2.5,2,http://www.yelp.com/biz/emerald-gardens-mountain-view
Timbers Apartments,25200 Santa Clara St,Hayward,CA,94544,+1-510-732-9445,"25200 Santa Clara St,Hayward, CA 94544",2.0,10,http://www.yelp.com/biz/timbers-apartments-hayward
Ponderosa Apartments,26030 Gading Rd,Hayward,CA,94544,+1-510-732-9475,"26030 Gading Rd,Hayward, CA 94544",1.0,2,http://www.yelp.com/biz/ponderosa-apartments-hayward
Wimbledon Woods Apts,25200 Carlos Bee Blvd,Hayward,CA,94542,+1-510-886-0616,"25200 Carlos Bee Blvd,Hayward, CA 94542",3.0,5,http://www.yelp.com/biz/wimbledon-woods-apts-hayward
Aviana Apartments,2101 California St,Mountain View,CA,94040,+1-650-964-4449,"2101 California St,Mountain View, CA 94040",2.5,6,http://www.yelp.com/biz/aviana-apartments-mountain-view
Amador Apartments,24660 Amador St,Hayward,CA,94544,+1-510-785-6000,"24660 Amador St,Hayward, CA 94544",2.5,6,http://www.yelp.com/biz/amador-apartments-hayward
Crown Apartments,2010 California St,Mountain View,CA,94040,+1-650-961-1518,"2010 California St,Mountain View, CA 94040",1.0,1,http://www.yelp.com/biz/crown-apartments-mountain-view
Walnut Hills Apartments,1137 Walpert St,Hayward,CA,94541,+1-510-581-8484,"1137 Walpert St,Hayward, CA 94541",2.5,6,http://www.yelp.com/biz/walnut-hills-apartments-hayward
GORDON DOTSON PROPERTIES,563 Berry Ave,Hayward,CA,94544,+1-510-581-1981,"563 Berry Ave,Hayward, CA 94544",1.0,1,http://www.yelp.com/biz/gordon-dotson-properties-hayward
Hacienda Apartments,187 Acalanes Dr,Sunnyvale,CA,94086,+1-650-965-0474,"187 Acalanes Dr,Sunnyvale, CA 94086",2.0,1,http://www.yelp.com/biz/hacienda-apartments-sunnyvale
Solaris,24663 Amador St,Hayward,CA,94544,+1-510-783-8599,"24663 Amador St,Ste B1,Hayward, CA 94544",1.0,1,http://www.yelp.com/biz/solaris-hayward
Delmonico Apartments,1240 Dale Ave Ofc,Mountain View,CA,94040,+1-650-961-6811,"1240 Dale Ave Ofc,Mountain View, CA 94040",3.0,2,http://www.yelp.com/biz/delmonico-apartments-mountain-view
Ednamary Apartments,1765 Ednamary Way,Mountain View,CA,94040,+1-650-941-5160,"1765 Ednamary Way,Ste G,Mountain View, CA 94040",2.5,3,http://www.yelp.com/biz/ednamary-apartments-mountain-view
Courtyard Apartments,24050 Silva Ave,Hayward,CA,94544,+1-510-886-1044,"24050 Silva Ave,Hayward, CA 94544",2.5,3,http://www.yelp.com/biz/courtyard-apartments-hayward
Washington Square Apartments,1375 Montecito Ave,Mountain View,CA,94043,+1-650-968-9181,"1375 Montecito Ave,Mountain View, CA 94043",1.0,1,http://www.yelp.com/biz/washington-square-apartments-mountain-view
Hayward Village Senior Apartments,22078 Arbor Ave,Hayward,CA,94541,+1-510-874-5559,"22078 Arbor Ave,Hayward, CA 94541",3.0,2,http://www.yelp.com/biz/hayward-village-senior-apartments-hayward
Casa Del Sol Apartments,135 Acalanes Drive,Sunnyvale,CA,94086,+1-650-965-1671,"135 Acalanes Drive,Sunnyvale, CA 94086",1.0,6,http://www.yelp.com/biz/casa-del-sol-apartments-sunnyvale
Le Parc Dauphine Apartments,426 Escuela Ave,Mountain View,CA,94040,+1-650-938-2342,"426 Escuela Ave,Mountain View, CA 94040",2.0,2,http://www.yelp.com/biz/le-parc-dauphine-apartments-mountain-view
Mariposa Club Apartments,660 Mariposa Avenue,Mountain View,CA,94041,+1-650-967-4054,"660 Mariposa Avenue,Mountain View, CA 94041",1.0,1,http://www.yelp.com/biz/mariposa-club-apartments-mountain-view
Oakwood Corporate Housing,"Mountain View, CA 94040",Mountain View,CA,94040,+1-650-528-5060,"Mountain View, CA 94040",1.0,2,http://www.yelp.com/biz/oakwood-corporate-housing-mountain-view
Del Prado I & II,301 Acalanes Dr,Sunnyvale,CA,94086,+1-650-967-6734,"301 Acalanes Dr,Sunnyvale, CA 94086",2.0,1,http://www.yelp.com/biz/del-prado-i-and-ii-sunnyvale
Spieker Co,1020 Corporation Way,Palo Alto,CA,94303,+1-650-968-2660,"1020 Corporation Way,Palo Alto, CA 94303",1.5,19,http://www.yelp.com/biz/spieker-co-palo-alto
Summit Apts,25190 Cypress Ave,Hayward,CA,94544,+1-510-783-4315,"25190 Cypress Ave,Hayward, CA 94544",1.5,2,http://www.yelp.com/biz/summit-apts-hayward
De Sabla Apartments,10 De Sabla Rd,San Mateo,CA,94402,+1-650-344-2440,"10 De Sabla Rd,San Mateo, CA 94402",5.0,12,http://www.yelp.com/biz/de-sabla-apartments-san-mateo
The Meadows Apartments,1000 Escalon Ave,Sunnyvale,CA,94085,+1-408-720-1170,"1000 Escalon Ave,Sunnyvale, CA 94085",4.5,29,http://www.yelp.com/biz/the-meadows-apartments-sunnyvale
Sycamore Bay Apartments,37171 Sycamore St,Newark,CA,94560,+1-888-273-0034,"37171 Sycamore St,Newark, CA 94560",4.0,32,http://www.yelp.com/biz/sycamore-bay-apartments-newark
Solstice,299 W Washington Ave,Sunnyvale,CA,94086,+1-877-902-1783,"299 W Washington Ave,Sunnyvale, CA 94086",4.0,12,http://www.yelp.com/biz/solstice-sunnyvale
Northgate Savoy,34077 Paseo Padre Pkwy,Fremont,CA,94555,+1-510-793-7085,"34077 Paseo Padre Pkwy,Fremont, CA 94555",4.0,9,http://www.yelp.com/biz/northgate-savoy-fremont
Springwood Apartments,2270 Homestead Ct,Los Altos,CA,94024,+1-408-738-5911,"2270 Homestead Ct,Los Altos, CA 94024",4.0,14,http://www.yelp.com/biz/springwood-apartments-los-altos
Loft House Apartments,150 South Taaffe Street,Sunnyvale,CA,94086,+1-855-332-1960,"150 South Taaffe Street,Sunnyvale, CA 94086",4.5,8,http://www.yelp.com/biz/loft-house-apartments-sunnyvale
Shadowbrook Apartments,235 S Bernardo Ave,Sunnyvale,CA,94086,+1-866-684-3427,"235 S Bernardo Ave,Sunnyvale, CA 94086",3.5,34,http://www.yelp.com/biz/shadowbrook-apartments-sunnyvale-4
Bridgeport Apartment Homes,36826 Cherry Street,Newark,CA,94560,+1-866-914-6154,"36826 Cherry Street,Newark, CA 94560",2.5,16,http://www.yelp.com/biz/bridgeport-apartment-homes-newark
Foxwood Townhomes Hoa,6137 Thornton Ave,Newark,CA,94560,+1-510-745-9169,"6137 Thornton Ave,Newark, CA 94560",4.0,2,http://www.yelp.com/biz/foxwood-townhomes-hoa-newark
Summerhill Park,972 Corte Madera Av,Sunnyvale,CA,94085,+1-866-326-6599,"972 Corte Madera Av,Sunnyvale, CA 94085",4.5,3,http://www.yelp.com/biz/summerhill-park-sunnyvale
Parkwood Apartments,1032 W Remington Dr,Sunnyvale,CA,94087,+1-408-479-2756,"1032 W Remington Dr,Sunnyvale, CA 94087",4.0,4,http://www.yelp.com/biz/parkwood-apartments-sunnyvale
Olive Garden Apartments,1081 W Olive Ave,Sunnyvale,CA,94086,+1-408-739-1470,"1081 W Olive Ave,Sunnyvale, CA 94086",3.5,8,http://www.yelp.com/biz/olive-garden-apartments-sunnyvale
Forge Homestead Apartments,20691 Forge Way,Cupertino,CA,95014,+1-408-739-0870,"20691 Forge Way,Cupertino, CA 95014",4.5,4,http://www.yelp.com/biz/forge-homestead-apartments-cupertino
Cherry Orchard,250 W El Camino Real,Sunnyvale,CA,94087,+1-408-737-7785,"250 W El Camino Real,Sunnyvale, CA 94087",3.0,19,http://www.yelp.com/biz/cherry-orchard-sunnyvale
The Grove Apartments,243 Buena Vista Ave,Sunnyvale,CA,94086,+1-408-733-9095,"243 Buena Vista Ave,Sunnyvale, CA 94086",3.0,18,http://www.yelp.com/biz/the-grove-apartments-sunnyvale
Windemere Apartments,397 Ano Nuevo Ave,Sunnyvale,CA,94085,+1-408-732-2600,"397 Ano Nuevo Ave,Sunnyvale, CA 94085",3.0,7,http://www.yelp.com/biz/windemere-apartments-sunnyvale
Crestview Terrace Apartments,837 Hancock St,Hayward,CA,94544,+1-855-712-8368,"837 Hancock St,Hayward, CA 94544",4.5,3,http://www.yelp.com/biz/crestview-terrace-apartments-hayward
Briarwood Apartments,180 Pasito Terrace,Sunnyvale,CA,94086,+1-408-733-3049,"180 Pasito Terrace,Sunnyvale, CA 94086",2.5,19,http://www.yelp.com/biz/briarwood-apartments-sunnyvale-2
Dry Creek Apartments,33300 Mission Blvd Ofc,Union City,CA,94587,+1-510-489-0546,"33300 Mission Blvd Ofc,Union City, CA 94587",2.5,9,http://www.yelp.com/biz/dry-creek-apartments-union-city
Amber Court,34050 Westchester Terrace,Fremont,CA,94555,+1-510-794-9981,"34050 Westchester Terrace,Fremont, CA 94555",2.5,3,http://www.yelp.com/biz/amber-court-fremont
Alderwood Park Apartments,37057 Magnolia St,Newark,CA,94560,+1-510-791-8566,"37057 Magnolia St,Newark, CA 94560",1.5,6,http://www.yelp.com/biz/alderwood-park-apartments-newark
Macara Gardens Apartments,955 Escalon Ave,Sunnyvale,CA,94085,+1-408-737-2777,"955 Escalon Ave,Sunnyvale, CA 94085",3.5,12,http://www.yelp.com/biz/macara-gardens-apartments-sunnyvale
Magnolia Square & Lane,107 S Mary Ave,Sunnyvale,CA,94086,+1-866-958-8470,"107 S Mary Ave,Sunnyvale, CA 94086",2.5,28,http://www.yelp.com/biz/magnolia-square-and-lane-sunnyvale
Metro Six55,655 Tennyson Rd,Hayward,CA,94541,+1-866-668-0438,"655 Tennyson Rd,Hayward, CA 94541",3.0,12,http://www.yelp.com/biz/metro-six55-hayward
Castlemont Arms Apartments,1120 W Olive Ave,Sunnyvale,CA,94086,+1-408-736-2128,"1120 W Olive Ave,Sunnyvale, CA 94086",3.0,2,http://www.yelp.com/biz/castlemont-arms-apartments-sunnyvale
Brookside Oaks,1651 Belleville Way,Sunnyvale,CA,94087,+1-866-701-6557,"1651 Belleville Way,Sunnyvale, CA 94087",3.0,13,http://www.yelp.com/biz/brookside-oaks-sunnyvale
Glenbrook Apartments,10100 Mary Ave,Cupertino,CA,95014,+1-408-214-1679,"10100 Mary Ave,Cupertino, CA 95014",3.5,31,http://www.yelp.com/biz/glenbrook-apartments-cupertino
Foothill Village Apartments,10210 N Foothill Blvd,Cupertino,CA,95014,+1-408-255-3959,"10210 N Foothill Blvd,Cupertino, CA 95014",3.5,2,http://www.yelp.com/biz/foothill-village-apartments-cupertino
Medallion,2500 Medallion Dr,Union City,CA,94587,+1-866-821-6960,"2500 Medallion Dr,Union City, CA 94587",2.5,9,http://www.yelp.com/biz/medallion-union-city
Village Green Apartments,21230 Homestead Rd,Cupertino,CA,95014,+1-408-214-1713,"21230 Homestead Rd,Cupertino, CA 95014",3.0,15,http://www.yelp.com/biz/village-green-apartments-cupertino
The Markham Apartments,20800 Homestead Rd,Cupertino,CA,95014,+1-855-255-1161,"20800 Homestead Rd,Cupertino, CA 95014",2.5,41,http://www.yelp.com/biz/the-markham-apartments-cupertino
Poplar Plaza Apartments,1616 Hollenbeck Ave,Sunnyvale,CA,94087,+1-408-735-9367,"1616 Hollenbeck Ave,Sunnyvale, CA 94087",4.5,2,http://www.yelp.com/biz/poplar-plaza-apartments-sunnyvale
Oak Hills Apartments,29843 Clearbrook Circle,Hayward,CA,94544,+1-510-733-6270,"29843 Clearbrook Circle,Hayward, CA 94544",2.0,15,http://www.yelp.com/biz/oak-hills-apartments-hayward
Essex Property Trust,925 E Meadow Dr,Palo Alto,CA,94303,+1-650-849-1600,"925 E Meadow Dr,Palo Alto, CA 94303",2.0,15,http://www.yelp.com/biz/essex-property-trust-palo-alto
Reserve at Mountain View,870 E El Camino Real,Mountain View,CA,94040,+1-877-850-2976,"870 E El Camino Real,Mountain View, CA 94040",2.5,8,http://www.yelp.com/biz/reserve-at-mountain-view-mountain-view
Miramonte Gardens,1140 Castro St Apt 25,Mountain View,CA,94040,+1-650-961-6663,"1140 Castro St Apt 25,Mountain View, CA 94040",2.0,1,http://www.yelp.com/biz/miramonte-gardens-mountain-view
Stierlin Square-Arms Apartments,405 Stierlin Rd,Mountain View,CA,94043,+1-650-961-3321,"405 Stierlin Rd,Mountain View, CA 94043",2.5,3,http://www.yelp.com/biz/stierlin-square-arms-apartments-mountain-view
Park Regent Apts,2000 Latham St,Mountain View,CA,94040,+1-650-961-1611,"2000 Latham St,Mountain View, CA 94040",2.0,4,http://www.yelp.com/biz/park-regent-apts-mountain-view
Mountain View Gardens Apartments,570 S  Rengstorff Ave,Mountain View,CA,94040,+1-650-964-1852,"570 S  Rengstorff Ave,Mountain View, CA 94040",1.0,2,http://www.yelp.com/biz/mountain-view-gardens-apartments-mountain-view
Casa Alberta Apartments,1575 Tenaka Pl,Sunnyvale,CA,94087,+1-408-732-9450,"1575 Tenaka Pl,Sunnyvale, CA 94087",3.5,6,http://www.yelp.com/biz/casa-alberta-apartments-sunnyvale
Verona Gardens,471 Acalanes Dr,Sunnyvale,CA,94086,+1-650-968-1763,"471 Acalanes Dr,Sunnyvale, CA 94086",2.5,4,http://www.yelp.com/biz/verona-gardens-sunnyvale
Citra,745 S Bernardo Ave,Sunnyvale,CA,94087,+1-408-245-9700,"745 S Bernardo Ave,Sunnyvale, CA 94087",2.0,15,http://www.yelp.com/biz/citra-sunnyvale
Atrium Court Apartment Homes,1990 Latham St,Mountain View,CA,94040,+1-650-964-7757,"1990 Latham St,Mountain View, CA 94040",1.0,3,http://www.yelp.com/biz/atrium-court-apartment-homes-mountain-view
Lord Tennyson Apartments,2191 W Tennyson Rd,Hayward,CA,94545,+1-510-785-1101,"2191 W Tennyson Rd,Hayward, CA 94545",1.0,5,http://www.yelp.com/biz/lord-tennyson-apartments-hayward
Redwoods Apartments,320 Harris Rd,Hayward,CA,94544,+1-510-782-7184,"320 Harris Rd,Hayward, CA 94544",1.0,1,http://www.yelp.com/biz/redwoods-apartments-hayward
Mathilda Garden Apartments,777 S Mathilda Ave,Sunnyvale,CA,94087,+1-408-245-5620,"777 S Mathilda Ave,Sunnyvale, CA 94087",2.5,11,http://www.yelp.com/biz/mathilda-garden-apartments-sunnyvale
Timberlane Apartments,382 Harris Rd,Hayward,CA,94544,+1-510-782-2683,"382 Harris Rd,Apt 1,Hayward, CA 94544",2.0,3,http://www.yelp.com/biz/timberlane-apartments-hayward
Baywood Apts,31108 Brae Burn Ave,Hayward,CA,94544,+1-510-471-1642,"31108 Brae Burn Ave,Hayward, CA 94544",1.0,2,http://www.yelp.com/biz/baywood-apts-hayward
Villa Cerise,510 Fall River Ter,Sunnyvale,CA,94087,+1-408-735-0217,"510 Fall River Ter,Sunnyvale, CA 94087",3.0,4,http://www.yelp.com/biz/villa-cerise-sunnyvale
The Podium Condominiums,10100 Torre Avenue Ofc,Cupertino,CA,95014,+1-408-252-4008,"10100 Torre Avenue Ofc,Cupertino, CA 95014",3.5,3,http://www.yelp.com/biz/the-podium-condominiums-cupertino
Maple Lane Apartments,144 S Bernardo Avenue,Sunnyvale,CA,94086,+1-650-962-8449,"144 S Bernardo Avenue,Sunnyvale, CA 94086",1.0,1,http://www.yelp.com/biz/maple-lane-apartments-sunnyvale
Villages at Cupertino,20875 Valley Green Dr,Cupertino,CA,95014,+1-408-253-0200,"20875 Valley Green Dr,Cupertino, CA 95014",1.5,14,http://www.yelp.com/biz/villages-at-cupertino-cupertino
Palm Villa Apartments,1209 Ayala Dr Apt 1,Sunnyvale,CA,94086,+1-650-961-6696,"1209 Ayala Dr Apt 1,Sunnyvale, CA 94086",3.0,8,http://www.yelp.com/biz/palm-villa-apartments-sunnyvale
Bali Hai Garden Apartments,1158 Sunnyvale Saratoga Rd,Sunnyvale,CA,94087,+1-408-245-5064,"1158 Sunnyvale Saratoga Rd,Sunnyvale, CA 94087",1.0,1,http://www.yelp.com/biz/bali-hai-garden-apartments-sunnyvale
Bart Spring Apartments,29033 Dixon St,Hayward,CA,94544,+1-510-537-1957,"29033 Dixon St,Hayward, CA 94544",1.0,1,http://www.yelp.com/biz/bart-spring-apartments-hayward
La Hacienda Apartments,475 Cumulus Avenue Ofc,Sunnyvale,CA,94087,+1-408-732-7388,"475 Cumulus Avenue Ofc,Sunnyvale, CA 94087",3.0,2,http://www.yelp.com/biz/la-hacienda-apartments-sunnyvale
Cherry Hill Apartments Rentl Ofc,29536 Dixon St,Hayward,CA,94544,+1-510-583-1172,"29536 Dixon St,Hayward, CA 94544",1.0,2,http://www.yelp.com/biz/cherry-hill-apartments-rentl-ofc-hayward
Cathay-Lotus House,425 S Bernardo Avenue Ofc,Sunnyvale,CA,94086,+1-650-961-3252,"425 S Bernardo Avenue Ofc,Sunnyvale, CA 94086",3.0,3,http://www.yelp.com/biz/cathay-lotus-house-sunnyvale
Castlemont Garden Apartments,1141 W Olive Avenue,Sunnyvale,CA,94086,+1-408-245-5874,"1141 W Olive Avenue,Sunnyvale, CA 94086",1.0,1,http://www.yelp.com/biz/castlemont-garden-apartments-sunnyvale
Village Square Apartments,1674 Hollenbeck Ave,Sunnyvale,CA,94087,+1-408-739-7190,"1674 Hollenbeck Ave,Sunnyvale, CA 94087",1.0,1,http://www.yelp.com/biz/village-square-apartments-sunnyvale
Balboa Apartments,151 S Bernardo Ave,Sunnyvale,CA,94086,+1-650-961-3333,"151 S Bernardo Ave,Sunnyvale, CA 94086",1.0,2,http://www.yelp.com/biz/balboa-apartments-sunnyvale
Chatelaine Apartments,1234 Sunnyvale/Saratoga Rd,Sunnyvale,CA,94087,+1-408-737-2424,"1234 Sunnyvale/Saratoga Rd,Sunnyvale, CA 94087",1.0,2,http://www.yelp.com/biz/chatelaine-apartments-sunnyvale
Cherryhill Apartment Homes,902 West Remington Dr,Sunnyvale,CA,94087,+1-877-649-8733,"902 West Remington Dr,Sunnyvale, CA 94087",2.0,9,http://www.yelp.com/biz/cherryhill-apartment-homes-sunnyvale
Olive West Apartments,1229 Vicente Dr Ofc,Sunnyvale,CA,94086,+1-650-961-0141,"1229 Vicente Dr Ofc,Sunnyvale, CA 94086",3.0,10,http://www.yelp.com/biz/olive-west-apartments-sunnyvale
El Dorado Mobile Park,600 E Weddell Dr Ofc,Sunnyvale,CA,94089,+1-408-734-0132,"600 E Weddell Dr Ofc,Sunnyvale, CA 94089",1.5,2,http://www.yelp.com/biz/el-dorado-mobile-park-sunnyvale
Kodiak La Grande Apartments,668 La Grande Dr,Sunnyvale,CA,94087,+1-408-732-2047,"668 La Grande Dr,#1,Sunnyvale, CA 94087",1.0,1,http://www.yelp.com/biz/kodiak-la-grande-apartments-sunnyvale
Borregas Court Studio Apartments,101 W Weddell Dr Ofc,Sunnyvale,CA,94089,+1-408-745-7450,"101 W Weddell Dr Ofc,Sunnyvale, CA 94089",3.0,6,http://www.yelp.com/biz/borregas-court-studio-apartments-sunnyvale
Highlander,620 Iris Ave Ofc,Sunnyvale,CA,94086,+1-408-245-8781,"620 Iris Ave Ofc,Sunnyvale, CA 94086",2.0,6,http://www.yelp.com/biz/highlander-sunnyvale
Wildwood Manor Apartments,260 N Mathilda Ave Ofc,Sunnyvale,CA,94086,+1-408-739-5533,"260 N Mathilda Ave Ofc,Sunnyvale, CA 94086",1.0,1,http://www.yelp.com/biz/wildwood-manor-apartments-sunnyvale
Britton Park Apartments,"Sunnyvale, CA 94085",Sunnyvale,CA,94085,+1-408-746-3022,"Sunnyvale, CA 94085",2.0,4,http://www.yelp.com/biz/britton-park-apartments-sunnyvale
Stewart Village,959 Stewart Drive,Sunnyvale,CA,94085,+1-408-733-1659,"959 Stewart Drive,Sunnyvale, CA 94085",4.5,9,http://www.yelp.com/biz/stewart-village-sunnyvale
Balmoral Apartments,3585 Agate Dr,Santa Clara,CA,95051,+1-408-280-6000,"3585 Agate Dr,Santa Clara, CA 95051",4.5,27,http://www.yelp.com/biz/balmoral-apartments-santa-clara
